viewer_uid,age,sex,age_class
10021447,27,male,1
10036800,34,female,2
10666507,53,male,3
10010057,33,male,2
10057100,20,male,0
10535498,31,female,2
11070551,19,female,0
10344989,22,female,1
10081887,25,female,1
10776039,17,male,0
10030333,36,female,2
10685889,39,male,2
10164619,45,female,3
10105504,24,female,1
10651616,34,male,2
10636167,36,female,2
10028298,25,female,1
10538370,32,female,2
11052571,24,female,1
10000472,37,male,2
10592887,27,male,1
10027561,25,female,1
10000555,41,female,3
10405814,36,male,2
10179920,35,male,2
10252629,40,male,2
10058697,42,female,3
10006075,36,male,2
10507849,19,female,0
10443143,24,female,1
10131931,21,male,1
10129228,42,male,3
10101305,22,female,1
10561605,23,female,1
10029283,54,female,3
10078820,24,female,1
10680130,25,female,1
10106272,52,male,3
10071781,33,male,2
10952026,19,male,0
10040241,46,female,3
10081571,26,female,1
10042570,22,male,1
10091131,37,female,2
10008707,46,male,3
10929566,23,male,1
10490308,34,female,2
10021666,31,female,2
10134994,41,male,3
10188220,34,male,2
11059445,20,male,0
10055656,28,female,1
10258583,23,female,1
10009049,27,female,1
10156960,42,male,3
10047737,31,female,2
10150244,45,male,3
10176099,53,male,3
10001834,35,male,2
10735388,23,female,1
10083482,38,male,2
10860662,25,female,1
10122786,41,male,3
10014987,36,male,2
10022834,23,female,1
10248763,21,female,1
10600205,41,female,3
10074584,26,female,1
10053923,25,female,1
10059874,24,female,1
10598599,35,male,2
10106968,26,female,1
10084896,41,male,3
10372273,32,female,2
10643538,50,male,3
10091422,24,female,1
10247068,36,male,2
10822522,47,female,3
10171547,35,male,2
10054947,44,male,3
10245248,34,female,2
10087138,24,female,1
11109542,31,female,2
10203061,45,female,3
10205264,34,female,2
10446615,42,male,3
10588874,35,female,2
10925790,31,male,2
10012143,39,female,2
10396771,31,female,2
10013211,20,male,0
10026093,23,female,1
10068391,29,female,1
10004596,27,male,1
10369340,39,female,2
10649343,31,male,2
10344887,29,male,1
10096279,24,female,1
10798832,41,female,3
11078415,40,female,2
10074589,24,female,1
10057814,25,female,1
10046762,31,female,2
10121817,42,female,3
10077977,34,female,2
10177715,44,male,3
10220861,41,male,3
10013182,30,female,1
10373937,24,male,1
10083618,24,male,1
10106889,47,male,3
10033175,27,female,1
10099826,41,female,3
10097242,28,male,1
10190585,50,male,3
10848066,32,female,2
10098713,25,female,1
10352174,24,male,1
10078543,22,female,1
10022188,29,male,1
10037692,35,female,2
10125307,40,male,2
10397632,33,female,2
10148124,46,male,3
10123680,52,male,3
10660268,48,male,3
10157501,41,male,3
10559791,33,male,2
10023758,21,female,1
10062187,32,male,2
10202220,18,male,0
10066657,24,male,1
10628815,43,female,3
10193515,23,female,1
10189686,45,female,3
10025387,32,female,2
10799263,31,male,2
10073903,26,female,1
10437191,25,male,1
10100160,34,male,2
10020405,46,female,3
10831712,25,male,1
10895380,39,female,2
10080417,47,male,3
10083231,24,male,1
10571974,35,female,2
10844780,35,male,2
10898995,36,male,2
10167939,42,female,3
10650020,33,male,2
10059832,23,female,1
10229578,37,male,2
10636286,53,female,3
10707213,26,male,1
10030639,40,male,2
10833599,26,male,1
10024263,31,female,2
10637105,45,male,3
10944441,38,female,2
10053178,30,female,1
10020891,34,male,2
10066350,36,female,2
10187157,47,male,3
11124994,19,male,0
10726696,34,female,2
10245095,19,female,0
10033248,30,male,1
10290111,18,female,0
10158629,30,male,1
10505510,27,male,1
10016427,34,female,2
10257552,26,female,1
10207861,24,female,1
10084173,41,male,3
10049446,32,female,2
10103075,34,male,2
10214810,33,male,2
10122814,53,male,3
10001315,30,female,1
10332322,24,female,1
10140726,34,female,2
10082823,46,female,3
10508267,31,female,2
10025680,24,female,1
10671938,38,female,2
10588742,35,female,2
10006210,30,female,1
10261097,25,female,1
10726224,35,female,2
10075802,39,male,2
10095624,33,female,2
10368756,53,male,3
10074392,40,male,2
10211850,24,male,1
10176872,27,male,1
10681943,25,female,1
10957909,24,male,1
10035950,25,female,1
10045262,42,female,3
10210096,42,female,3
10022276,32,female,2
10193006,34,male,2
10204030,40,male,2
10055689,32,female,2
10004234,40,female,2
10354297,44,male,3
10830993,39,male,2
10090610,25,female,1
10676224,39,female,2
10502678,28,female,1
10022148,36,female,2
10347077,21,female,1
10675208,20,female,0
10068238,40,male,2
10250745,42,male,3
10866130,25,male,1
10167570,23,male,1
10055671,33,female,2
10044036,44,female,3
10435934,25,female,1
10093896,33,female,2
10912609,30,male,1
10131511,45,female,3
10016866,40,male,2
10199750,32,male,2
10078024,41,male,3
10668796,52,male,3
10175707,37,male,2
10076967,31,female,2
10733274,38,male,2
10093074,32,female,2
10052230,28,female,1
10100277,18,female,0
10088002,27,female,1
10128685,47,female,3
10081771,44,female,3
10340098,45,female,3
10652108,50,male,3
10052353,38,male,2
10195143,24,female,1
10001508,44,male,3
10330876,40,male,2
10775185,34,male,2
10081102,44,female,3
10020229,24,male,1
10863903,20,male,0
10849441,23,male,1
10007178,31,male,2
10148327,37,male,2
10581514,39,female,2
10850681,41,female,3
10108298,36,male,2
10909166,30,male,1
10038075,46,male,3
10659507,36,male,2
10092235,31,female,2
10837309,25,female,1
10612691,26,female,1
10392692,33,male,2
10149301,42,female,3
10037239,48,male,3
10025844,33,female,2
10149981,50,male,3
10060783,37,female,2
10067057,30,female,1
10858142,30,female,1
10092327,23,female,1
10676870,33,male,2
10238938,24,female,1
10233183,23,male,1
10134222,38,female,2
10427246,26,male,1
10090565,28,female,1
10113956,30,female,1
10032906,32,female,2
10108832,28,female,1
11020985,38,male,2
10033514,33,male,2
10096817,21,female,1
10002294,28,male,1
10963759,43,female,3
10107067,26,male,1
10067039,21,female,1
10541442,30,male,1
10050891,24,female,1
10084853,35,male,2
10383524,35,female,2
10078128,36,male,2
10040606,28,male,1
10247054,28,male,1
10005548,24,male,1
10098743,33,female,2
10469935,37,female,2
10090297,30,female,1
10192211,48,male,3
10002286,48,male,3
10344049,38,female,2
10376694,41,male,3
10735022,37,male,2
10037733,26,female,1
10146470,38,male,2
10378632,47,male,3
10071763,26,female,1
10068028,35,male,2
10079582,36,male,2
10056750,38,female,2
10177713,36,male,2
10093938,47,female,3
10015733,39,female,2
10018074,34,female,2
10002991,50,female,3
10192127,36,male,2
11030030,31,male,2
10947582,23,male,1
10735881,32,male,2
10109076,28,female,1
10487289,26,female,1
10082902,36,female,2
10104308,27,male,1
10910030,28,male,1
10953117,26,male,1
10083291,50,male,3
10008943,40,male,2
10011936,39,female,2
10025214,30,male,1
10133472,27,male,1
10086352,41,male,3
10022143,39,female,2
10775395,25,female,1
10219536,47,male,3
10867962,27,male,1
10050169,33,female,2
10139712,44,male,3
10191032,33,male,2
10004845,40,male,2
10716269,22,female,1
10071472,25,male,1
10560447,22,female,1
10016421,34,male,2
10249192,51,female,3
10774949,34,male,2
10381009,22,female,1
10002119,32,male,2
10092512,38,female,2
10197486,24,male,1
10131383,45,male,3
10451525,40,male,2
10964224,20,male,0
10082668,28,female,1
10090015,18,female,0
10110729,44,female,3
10104192,36,female,2
10020017,39,female,2
10031021,30,female,1
10072185,35,male,2
10071875,33,male,2
10077059,28,female,1
10165203,34,male,2
10056292,33,female,2
10124708,41,female,3
10011103,23,female,1
10081412,23,female,1
10094087,36,female,2
10010730,20,female,0
10106400,53,female,3
10809759,20,male,0
10751814,54,male,3
10922016,19,female,0
11116114,27,female,1
10041141,34,female,2
11116435,21,female,1
10271814,30,male,1
10038133,32,female,2
10012056,45,female,3
10090047,35,female,2
10431497,40,male,2
10117804,20,female,0
10230393,46,male,3
10031292,24,female,1
10056087,36,female,2
10131891,35,male,2
10299263,30,female,1
10836254,23,male,1
11139306,24,female,1
10076818,23,female,1
10027562,31,female,2
10007590,28,male,1
10578577,46,female,3
10854769,27,male,1
10841491,42,male,3
10626738,29,male,1
10930777,37,male,2
10257220,42,male,3
10181970,24,male,1
11116354,21,female,1
10717781,41,female,3
10879854,37,female,2
10071257,29,female,1
11022838,37,female,2
10277098,28,female,1
10041653,34,male,2
10486549,44,male,3
11110993,35,male,2
10019298,35,female,2
10187544,42,male,3
10071023,30,female,1
10214603,51,female,3
10058688,49,male,3
10064506,26,female,1
10065360,38,female,2
10075638,41,female,3
10824321,46,female,3
10065341,29,male,1
10046054,26,female,1
10142904,40,male,2
10186980,38,female,2
10042836,23,male,1
10160276,45,male,3
10076338,40,female,2
10868808,52,male,3
10088474,33,male,2
10030080,38,female,2
10104085,52,male,3
10070528,31,male,2
10181921,38,male,2
10098692,27,female,1
10019672,35,female,2
10742728,26,male,1
10074644,23,female,1
10151459,28,female,1
10873048,35,female,2
10157161,48,female,3
10187856,54,male,3
10077549,44,male,3
10850835,27,female,1
10212846,44,male,3
10158957,38,male,2
10044076,26,female,1
10033720,33,male,2
10233609,46,female,3
10892789,23,male,1
10011071,42,female,3
10095345,40,female,2
10135786,33,male,2
10677640,24,female,1
10335236,18,female,0
10103388,34,male,2
10082342,29,female,1
10681415,29,male,1
10073427,30,female,1
10070815,54,male,3
10148991,33,male,2
10264194,26,male,1
10172858,45,male,3
10061654,24,female,1
10052997,42,female,3
10259500,46,male,3
10024324,41,female,3
10014181,32,female,2
10074365,41,female,3
10738359,34,female,2
10216166,47,male,3
10653833,48,male,3
10855561,22,male,1
10148082,40,male,2
10284152,32,male,2
10011308,19,female,0
10234261,52,male,3
10075855,29,male,1
10024204,25,female,1
10828406,31,female,2
10057697,50,male,3
10074806,24,female,1
10008959,51,male,3
10021988,37,female,2
10015286,35,female,2
10086103,24,male,1
10191548,36,female,2
10127320,37,male,2
10012357,41,female,3
10142272,36,male,2
10381801,48,male,3
10396161,21,male,1
10349665,28,female,1
10122909,41,male,3
10492273,29,male,1
10112816,41,female,3
10726682,25,female,1
10430690,48,male,3
11020090,19,male,0
10726956,24,male,1
10228563,40,male,2
10065231,21,female,1
10367329,40,female,2
10051569,42,female,3
11076053,40,female,2
10034719,28,female,1
10660097,30,male,1
11084095,29,female,1
10232974,32,male,2
10019697,23,female,1
10755034,30,male,1
10099301,38,female,2
10015151,33,female,2
11040393,14,female,0
10223412,43,male,3
10199477,20,female,0
10235437,48,male,3
10053578,45,female,3
10100800,37,female,2
10200573,38,male,2
10248948,29,female,1
10344872,37,male,2
10094664,32,female,2
10717549,30,male,1
10045946,40,female,2
10023441,31,male,2
10130043,30,male,1
10000696,38,male,2
10207889,22,female,1
10077132,30,female,1
10043888,49,male,3
10189198,38,female,2
10122643,53,male,3
10004394,31,male,2
10028405,46,male,3
10557758,24,female,1
10033287,39,male,2
10734656,49,male,3
10031166,26,female,1
10023079,38,female,2
10177066,41,female,3
10098673,22,female,1
10618897,40,male,2
10206391,34,male,2
10064531,37,female,2
10058525,42,female,3
10049938,51,female,3
10240388,33,male,2
11080927,37,male,2
10054480,38,male,2
10175541,54,male,3
10059563,25,male,1
10192742,37,female,2
10024642,29,female,1
10002247,38,male,2
10137821,40,male,2
10337302,34,male,2
10010364,41,male,3
10644065,29,male,1
10756394,32,female,2
10726009,39,female,2
10685335,41,female,3
10767854,39,male,2
10156174,41,female,3
10228193,45,male,3
10027329,33,female,2
10234774,26,female,1
10070503,25,female,1
10149348,51,male,3
10088897,19,female,0
10199536,24,female,1
10091819,35,female,2
10233047,43,male,3
10036347,38,male,2
10094024,39,male,2
10099163,30,male,1
10154190,40,male,2
10733541,23,female,1
10792849,37,male,2
10039937,41,female,3
10829233,35,male,2
11110737,21,male,1
10935831,31,female,2
10040531,30,female,1
10833611,24,female,1
10626899,29,male,1
10900878,24,male,1
10713339,22,female,1
10070104,48,female,3
10793437,27,male,1
10735201,32,male,2
10629799,41,female,3
11110969,30,male,1
10102719,34,male,2
10020947,39,female,2
10327950,54,male,3
10265894,52,male,3
10036466,24,female,1
10021724,43,female,3
10889193,25,female,1
10043915,28,male,1
10006151,38,male,2
10050231,33,female,2
10262388,22,female,1
10298678,23,female,1
10078461,24,male,1
10018186,30,female,1
10032099,28,female,1
10202420,33,female,2
10058705,34,female,2
10829549,37,female,2
10042302,26,female,1
10087713,35,female,2
10053948,20,male,0
10832721,34,female,2
10571728,53,female,3
10678490,29,female,1
10118761,47,male,3
10855359,24,male,1
10794726,21,female,1
10077334,39,male,2
10359832,19,female,0
10336738,32,female,2
10681846,34,male,2
10034297,46,female,3
10267890,28,female,1
10235295,32,female,2
10095336,43,female,3
10039192,39,female,2
10042524,27,male,1
10159905,49,male,3
10070403,49,female,3
10076681,36,female,2
10702089,45,male,3
10159290,44,male,3
10373827,22,male,1
10004432,36,male,2
10177532,54,male,3
10089571,50,female,3
10133401,32,male,2
10474177,42,female,3
10021730,45,female,3
10900591,42,male,3
10036355,40,male,2
10064702,25,male,1
10050233,37,female,2
10201088,31,male,2
10075512,20,female,0
10026241,42,female,3
10111010,36,male,2
10163859,24,female,1
10000029,39,male,2
10097749,37,female,2
10907431,41,male,3
10893833,20,female,0
10053432,26,female,1
10057881,19,female,0
10296938,29,female,1
10876320,32,male,2
10834780,38,male,2
10493380,25,female,1
10072941,33,male,2
10453998,34,female,2
10061127,28,male,1
10090594,22,female,1
10029981,30,male,1
10152378,34,male,2
10061359,26,male,1
10428957,35,male,2
10082065,36,female,2
10359386,51,female,3
10678492,18,female,0
10707547,40,female,2
10258803,46,male,3
10881028,28,female,1
10097790,27,female,1
11018864,47,male,3
10034068,44,female,3
10847689,36,male,2
10124121,44,male,3
10013930,24,female,1
10677972,28,female,1
10007915,39,female,2
10162088,35,female,2
10100271,28,female,1
10016530,49,male,3
10865326,30,male,1
10070364,37,female,2
10009700,32,female,2
10175523,24,female,1
10046994,44,female,3
10649487,40,female,2
10031906,35,male,2
10394886,53,male,3
10221617,36,male,2
10076737,20,female,0
10097088,26,female,1
10041999,32,female,2
10172666,39,female,2
10055801,29,female,1
10023321,36,female,2
10923077,44,male,3
10034794,26,female,1
10127703,48,female,3
10070005,30,female,1
10856744,31,male,2
10000124,44,male,3
10729691,24,female,1
10085438,35,male,2
10096616,34,female,2
10147779,49,male,3
10029774,42,female,3
10226621,33,female,2
10341520,47,male,3
10581497,39,female,2
10569054,34,female,2
10239709,41,male,3
10064510,23,female,1
10113767,39,male,2
10042748,26,female,1
10227449,42,male,3
10138540,42,male,3
11110180,25,male,1
10069506,36,female,2
10962545,42,female,3
10496874,36,female,2
10418735,48,female,3
10532406,43,female,3
10417420,34,male,2
10205632,37,male,2
10782027,38,male,2
10154850,21,male,1
10029691,35,female,2
10672884,35,female,2
10077928,27,female,1
10072316,28,female,1
10143248,27,male,1
10953121,48,male,3
10136415,51,male,3
10157863,43,male,3
10672889,38,male,2
10278882,36,male,2
10124597,23,male,1
10022178,36,male,2
10369789,52,male,3
11077945,45,female,3
10782947,27,female,1
10159161,37,male,2
10141433,38,male,2
10337564,36,female,2
10578705,41,male,3
10926376,33,male,2
10091534,34,female,2
10049924,23,female,1
10059502,23,male,1
10204370,24,female,1
10047312,45,female,3
10167499,41,male,3
10725884,22,male,1
10037444,33,female,2
10730991,30,female,1
10024143,34,female,2
10354720,32,female,2
10043987,28,female,1
10679379,22,female,1
10016753,33,female,2
10072896,23,female,1
10633614,41,female,3
10051156,44,male,3
10178144,49,female,3
10058119,42,male,3
10524683,26,male,1
10077514,30,female,1
10088013,20,female,0
10265144,50,male,3
10130881,38,male,2
10643193,49,male,3
10031963,29,female,1
10271935,32,male,2
10380697,51,male,3
10030755,32,female,2
10784463,25,female,1
10350671,24,female,1
10643505,54,female,3
10064335,28,male,1
11101037,28,female,1
10062495,25,female,1
10254053,42,male,3
10005221,36,female,2
10635271,20,male,0
10416738,39,male,2
10032482,24,female,1
11059472,39,female,2
10030739,22,female,1
10320192,28,female,1
10147916,20,male,0
10123277,53,male,3
10614130,39,male,2
10009598,43,male,3
10105977,24,male,1
10084909,36,male,2
10216805,39,male,2
10066383,32,female,2
10301526,34,male,2
10613493,37,male,2
10026771,46,female,3
10083717,27,female,1
10126665,33,female,2
10628413,34,male,2
10506724,45,male,3
10037351,43,female,3
10071417,43,male,3
10326466,41,male,3
10001157,40,male,2
10826470,21,male,1
11069991,53,female,3
10570568,38,male,2
10023189,28,male,1
10188053,51,male,3
10673954,32,male,2
10592098,33,female,2
11116089,28,female,1
10159020,37,female,2
10070574,42,female,3
10078526,42,female,3
10020362,27,female,1
10074294,24,female,1
10298311,25,female,1
10741588,47,male,3
10032123,26,female,1
10658198,23,male,1
10854108,37,female,2
10100743,24,female,1
10487190,32,female,2
10055162,39,female,2
10056775,25,female,1
10064752,25,male,1
10264502,50,male,3
10115227,27,female,1
10829982,26,female,1
10155539,53,male,3
10861654,23,male,1
10675856,29,female,1
10878199,36,female,2
10199038,42,male,3
10007913,40,male,2
10180579,35,male,2
10195634,19,male,0
10156057,42,male,3
10342304,22,male,1
10269877,28,female,1
10580136,47,male,3
10036121,41,female,3
10084684,41,male,3
10054101,51,male,3
10690844,38,male,2
10097597,30,male,1
10021609,32,female,2
10507744,23,female,1
10008285,25,female,1
10130286,40,male,2
10567910,34,male,2
10243315,43,male,3
10190076,37,female,2
10076269,24,male,1
10107935,40,female,2
10046112,25,female,1
10033355,50,male,3
10894427,32,male,2
10069934,25,female,1
10090760,24,male,1
10029617,24,female,1
10418968,49,female,3
10282139,43,male,3
10795326,39,female,2
10678171,27,male,1
10107455,48,male,3
10170840,46,female,3
10002901,44,male,3
10661499,36,female,2
10033247,24,female,1
10038071,34,male,2
10060795,33,male,2
10008938,34,male,2
10059564,21,female,1
10027836,25,female,1
10593010,24,male,1
10417350,54,female,3
10374433,19,female,0
10186626,42,female,3
10060166,33,male,2
10003828,48,male,3
10247009,24,male,1
10975190,37,female,2
10260911,52,male,3
10162608,45,male,3
10728537,37,male,2
10033260,36,female,2
10088349,27,female,1
10676515,25,male,1
10034623,26,female,1
10121660,47,male,3
10815392,24,male,1
10797910,34,male,2
10008513,32,male,2
10927373,36,female,2
10016237,52,female,3
10096724,22,male,1
10636002,52,male,3
10074660,27,female,1
10838977,27,male,1
10683848,21,female,1
10032117,46,male,3
10026890,28,female,1
10102773,27,female,1
10907400,36,female,2
10103703,27,male,1
10180907,51,male,3
10198308,44,male,3
10015880,24,female,1
10248332,28,female,1
10471341,35,male,2
10046576,27,female,1
10899932,23,male,1
10496174,25,female,1
10144363,44,female,3
10001117,30,female,1
10217772,43,male,3
10190094,31,male,2
10299587,39,female,2
10521147,29,male,1
10019811,26,female,1
10000313,53,male,3
10222060,40,male,2
10899366,39,female,2
10394829,44,female,3
10901140,29,male,1
10006943,30,male,1
10256582,50,male,3
10160816,46,male,3
10419849,30,female,1
10247284,32,male,2
10194562,30,male,1
10186211,39,male,2
10250610,53,male,3
10078293,36,male,2
10102156,24,female,1
10367981,44,male,3
10174393,30,female,1
10397625,52,female,3
10087194,23,male,1
10400881,37,male,2
10071882,50,male,3
10155279,51,male,3
10108628,35,male,2
10837336,28,male,1
10004901,31,male,2
10250870,22,female,1
10805832,28,male,1
10381659,25,male,1
10235127,41,female,3
10133973,46,female,3
10995703,21,male,1
10179891,44,male,3
10389276,26,male,1
10286646,51,female,3
10147600,50,male,3
10649250,44,female,3
10035143,34,male,2
10014784,24,female,1
10137961,39,male,2
10254358,24,male,1
10047250,30,male,1
10734845,35,female,2
10518534,37,male,2
10213686,48,male,3
10650950,41,female,3
10172114,42,male,3
10170633,27,male,1
10101285,49,male,3
10064496,47,male,3
10014703,26,female,1
10013844,24,female,1
10197245,34,female,2
10024310,27,female,1
10158584,43,male,3
10329831,44,male,3
10080752,24,male,1
10068969,35,male,2
10086813,30,female,1
10023770,27,female,1
10020221,24,female,1
10043495,40,male,2
10035726,39,female,2
10898807,35,male,2
10194766,48,male,3
10132246,53,male,3
10229852,32,male,2
10387253,19,male,0
10828753,30,male,1
10154842,39,male,2
10025670,24,female,1
10830566,32,female,2
10005980,33,male,2
10014230,23,female,1
10002943,31,female,2
10025683,29,female,1
10578492,52,male,3
10087029,31,female,2
10085760,34,female,2
10198592,36,male,2
10034388,30,female,1
10891261,27,male,1
10046464,31,female,2
10105300,29,female,1
10018948,27,male,1
10104414,27,female,1
10221349,38,male,2
10299597,44,male,3
10191483,39,male,2
10020626,41,male,3
10021989,41,female,3
10658563,27,female,1
10072693,39,female,2
10816598,30,female,1
10015782,29,female,1
10952536,18,female,0
10062362,34,female,2
10049190,20,male,0
11019613,18,female,0
10100736,48,male,3
10027315,40,female,2
10109102,36,female,2
10251403,48,female,3
10590792,30,female,1
10158252,36,male,2
10862399,27,female,1
10034081,36,female,2
11110177,35,male,2
10273467,46,male,3
10350925,50,male,3
10096070,25,female,1
10009313,38,female,2
10242322,44,female,3
10056313,29,female,1
10831115,39,female,2
10586097,31,male,2
10070318,20,female,0
10121913,48,male,3
10013738,32,female,2
10627923,27,female,1
10045566,28,female,1
10567365,29,male,1
10135191,31,male,2
10016132,28,female,1
10042743,41,female,3
10296688,39,male,2
10023395,26,female,1
10008926,22,female,1
10651872,48,male,3
10678914,31,male,2
10373160,19,female,0
10375005,35,male,2
10244005,49,male,3
10106750,38,male,2
10158305,32,male,2
10072977,44,female,3
10627566,26,female,1
10001693,51,male,3
10706704,41,male,3
10062833,30,male,1
10015176,41,female,3
10383495,20,female,0
10079474,20,female,0
10081749,49,male,3
10068377,24,female,1
10011055,36,female,2
10952123,28,female,1
10777003,27,male,1
10085747,23,female,1
10911604,31,male,2
10009978,39,male,2
11116662,24,female,1
10078788,34,female,2
10046849,22,female,1
10419088,44,female,3
11042772,24,male,1
10949582,24,male,1
10052048,37,female,2
10682368,31,male,2
10419521,24,female,1
10049282,36,male,2
10838216,38,male,2
10330920,39,male,2
10223675,33,male,2
10037853,30,female,1
10082546,23,female,1
10044750,23,female,1
10336453,44,male,3
10033381,26,female,1
10583106,28,male,1
10108722,27,male,1
10172468,37,male,2
10268851,24,female,1
10018684,24,female,1
10034156,39,male,2
10108322,32,male,2
10831233,39,male,2
10363840,26,female,1
10378213,25,female,1
10040404,30,female,1
10640484,37,male,2
10534409,32,female,2
10363276,28,male,1
10122966,34,male,2
10067204,36,male,2
10170542,38,male,2
10022147,32,female,2
10059945,26,female,1
10770179,19,male,0
10024372,38,female,2
10628973,23,male,1
10066484,19,male,0
10064359,24,female,1
10041229,24,female,1
10021745,40,male,2
10122432,53,male,3
10426724,47,female,3
10132513,34,male,2
10037214,26,female,1
10022441,29,female,1
10084857,24,female,1
10036254,36,female,2
10038701,32,female,2
10578669,33,male,2
10896143,20,male,0
10094344,35,male,2
10006100,40,male,2
10055096,23,female,1
10891190,30,male,1
10632817,45,female,3
10229642,38,male,2
10487704,49,male,3
10032594,32,female,2
10066693,29,female,1
10023314,24,female,1
10843483,39,male,2
10008557,34,female,2
10879273,32,male,2
10105990,43,female,3
10345125,45,female,3
10553389,28,male,1
10895220,37,female,2
10079741,18,female,0
10953147,38,male,2
10779772,48,male,3
10012079,39,female,2
10121828,41,male,3
10045817,38,male,2
10039787,27,female,1
10367951,29,male,1
10003627,35,male,2
10122416,40,male,2
10103898,27,female,1
10671330,25,male,1
11125985,51,male,3
10005690,41,female,3
10026714,24,female,1
10074971,37,female,2
10199294,44,male,3
10907464,24,male,1
10002263,24,female,1
10712055,38,female,2
10009913,42,female,3
10122865,29,male,1
10072549,24,female,1
10097533,34,female,2
10093350,24,male,1
10058378,24,female,1
10176132,36,female,2
10078710,38,female,2
10059192,41,male,3
10370977,41,male,3
10683450,24,male,1
10183247,35,male,2
10371771,34,male,2
10856124,24,male,1
10078333,29,male,1
10184663,36,female,2
10055699,33,male,2
10228826,37,male,2
10158315,37,female,2
10332993,42,male,3
10103596,34,female,2
10277883,33,female,2
10387344,46,male,3
10140390,41,female,3
10129077,22,male,1
10072079,36,male,2
10105587,39,male,2
10142390,26,female,1
10337628,23,female,1
10633906,54,male,3
10863294,19,female,0
10621414,20,male,0
10024644,24,female,1
10349463,29,female,1
10593138,22,female,1
10393271,47,female,3
10885809,42,male,3
10385559,22,female,1
10048071,41,female,3
10030506,26,female,1
10041540,47,female,3
10188920,28,male,1
10532174,51,male,3
10513056,33,female,2
10290400,35,male,2
10134692,46,male,3
10058534,33,male,2
10034997,26,male,1
10508228,29,male,1
10061220,26,female,1
10396524,35,male,2
10184277,39,male,2
10654074,42,female,3
11047920,52,female,3
10486245,35,female,2
10188417,46,male,3
10137008,51,male,3
10187481,30,male,1
10022050,43,male,3
10055621,37,female,2
11132344,22,female,1
10099087,33,male,2
10077819,23,male,1
10413103,24,male,1
10329657,24,female,1
10373772,29,male,1
10150535,35,male,2
10089085,49,male,3
10000089,34,male,2
10076304,39,male,2
10121856,54,male,3
10638985,37,female,2
10977924,24,female,1
10415825,37,male,2
10066854,36,male,2
10164321,40,male,2
10031232,29,female,1
10057327,25,male,1
10026885,38,male,2
10143899,53,male,3
10001070,46,male,3
10898604,35,male,2
10061868,29,female,1
10588449,40,female,2
10594118,28,female,1
10041054,27,female,1
10583722,34,female,2
10203413,51,male,3
10839321,40,female,2
10378634,38,female,2
10082122,25,male,1
10364775,21,male,1
11075693,16,female,0
10776369,36,female,2
10004523,24,female,1
10073980,31,female,2
10388333,27,female,1
10890474,13,female,0
10662453,51,female,3
10841447,38,male,2
10081078,24,female,1
10200028,26,female,1
10017510,28,female,1
10190194,52,male,3
10271226,31,male,2
10067369,49,male,3
10078456,28,male,1
10081046,25,female,1
10001411,34,male,2
11116704,21,male,1
10210743,50,male,3
10052435,40,male,2
10373461,50,male,3
10105788,33,male,2
10483139,28,male,1
10680501,30,female,1
10028468,18,female,0
10018596,24,female,1
10222739,24,female,1
10032921,46,male,3
10122528,44,male,3
10690854,28,female,1
10144579,46,male,3
10211353,51,male,3
10130963,40,male,2
10086590,33,female,2
10652607,31,male,2
10033210,33,male,2
10907485,30,female,1
10951812,28,male,1
11110796,25,female,1
10106801,39,female,2
10177861,45,male,3
10070374,33,female,2
10024494,39,female,2
10396072,25,female,1
10086131,27,female,1
10059106,32,female,2
10230231,44,male,3
10846913,34,male,2
10318974,22,female,1
10073931,36,female,2
10482587,52,male,3
10591168,22,male,1
10083636,33,female,2
10806710,21,female,1
10874984,24,male,1
10086681,36,male,2
10018133,24,female,1
10732910,23,male,1
10101838,30,male,1
10240489,40,male,2
10318423,43,male,3
10666874,20,female,0
10027854,23,female,1
10079340,11,male,0
10106356,30,male,1
10395735,42,male,3
10020723,21,female,1
10029703,40,female,2
10014986,30,female,1
10017967,24,female,1
10374083,20,male,0
10793666,34,male,2
10610156,27,female,1
10070763,24,female,1
10481126,39,male,2
10064905,49,male,3
10568221,22,female,1
10913873,50,male,3
10317001,42,male,3
10035558,33,female,2
10082386,22,female,1
10729321,22,female,1
10338546,24,male,1
11079955,21,female,1
10105067,25,male,1
10163025,49,male,3
10085124,37,male,2
10950074,24,male,1
10364676,30,male,1
10839782,30,male,1
10081232,26,female,1
10483755,37,male,2
10003535,53,male,3
10395227,48,male,3
10470661,24,female,1
10011615,33,female,2
10332464,18,female,0
10121382,51,male,3
10355697,25,male,1
10083142,32,female,2
10051366,30,female,1
10966919,45,male,3
10277592,53,female,3
10392941,20,male,0
10182596,39,male,2
10207117,43,male,3
10033497,37,male,2
10049016,24,male,1
10021446,32,female,2
10003415,41,male,3
10538660,45,male,3
10045241,34,male,2
10244359,49,male,3
10122039,54,female,3
10063275,25,male,1
10106948,26,male,1
10057623,35,female,2
10789748,27,female,1
10126664,54,male,3
10844152,29,male,1
10108970,36,female,2
11044563,37,male,2
10100520,23,male,1
10230931,32,male,2
10085897,24,male,1
10100371,36,female,2
10045631,36,female,2
10194505,51,female,3
11111012,41,male,3
10113348,30,female,1
10126745,45,male,3
10391232,30,female,1
10864998,33,male,2
10092289,31,female,2
10067785,44,male,3
10218477,43,male,3
10248525,42,male,3
10290422,30,male,1
10450972,47,male,3
10065747,44,female,3
10029309,54,male,3
10188131,41,male,3
